3.99719 -0.679439 
3.9396 -0.680535 
3.93365 -0.677787 
3.99264 -0.674951 
3.92825 -0.675299 
4.03192 -0.674935 
4.08566 -0.673337 
3.95491 -0.680425 
3.99818 -0.677108 
4.0268 -0.701424 
3.95278 -0.708653 
3.93265 -0.726454 
3.92054 -0.7349 
3.14425 -0.749687 
3.27136 -0.753151 
3.18058 -0.764008 
3.16501 -0.758808 
3.14429 -0.774824 
3.16276 -0.769656 
3.18209 -0.787147 
3.19377 -0.789826 
3.18633 -0.814263 
3.27572 -0.813797 
3.25342 -0.85359 
3.40594 -0.866437 
3.267 -0.906535 
3.37701 -0.91914 
3.33042 -0.964469 
3.33974 -0.986978 
3.33185 -1.05375 
3.27244 -1.06604 
3.16832 -1.11751 
3.17455 -1.11927 
3.02132 -1.06688 
2.99174 -1.05388 
2.92185 -0.983704 
3.04121 -0.973072 
2.85862 -0.91707 
2.97185 -0.904028 
2.85272 -0.864497 
3.07297 -0.850236 
2.96696 -0.822486 
3.13313 -0.820383 
3.04131 -0.791099 
3.10509 -0.788625 
3.09704 -0.773731 
3.1037 -0.772728 
3.13257 -0.761156 
3.11396 -0.76046 
3.10726 -0.7497 
3.1367 -0.748557 
2.39598 -0.737373 
2.32901 -0.728671 
2.35325 -0.703347 
2.26861 -0.695333 
2.16493 -0.678713 
2.34375 -0.675514 
2.33146 -0.673648 
2.30962 -0.676212 
2.17755 -0.676406 
2.33424 -0.683608 
2.29138 -0.678831 
2.29608 -0.678015 
2.18453 -0.684782 
3.92984 -0.634858 
4.03408 -0.635406 
3.94353 -0.624169 
3.9373 -0.638813 
3.94525 -0.629595 
3.98943 -0.643351 
3.94446 -0.642093 
4.06754 -0.656054 
3.98899 -0.660694 
4.02224 -0.687566 
4.01227 -0.694877 
4.02425 -0.719109 
3.94171 -0.730578 
3.25031 -0.749771 
3.27922 -0.758437 
3.17142 -0.772232 
3.15926 -0.768254 
3.14262 -0.783408 
3.20657 -0.783723 
3.15096 -0.798798 
3.22131 -0.79703 
3.1427 -0.824736 
3.28603 -0.836676 
3.19366 -0.854463 
3.32375 -0.86675 
3.30611 -0.900734 
3.38657 -0.922952 
3.26807 -0.969199 
3.38624 -0.985951 
3.24788 -1.04857 
3.28933 -1.05371 
3.10418 -1.10483 
3.08101 -1.10347 
2.98963 -1.05896 
3.02774 -1.04731 
2.88206 -0.983709 
2.95636 -0.965847 
2.90495 -0.918768 
3.01595 -0.906489 
2.98268 -0.864536 
3.01355 -0.858619 
3.00675 -0.832529 
3.12469 -0.825117 
3.09632 -0.797523 
3.13991 -0.799392 
3.0449 -0.780293 
3.13275 -0.78251 
3.14152 -0.767317 
3.13997 -0.77089 
3.04713 -0.757088 
2.49559 -0.75185 
2.35183 -0.733467 
2.3358 -0.721965 
2.25708 -0.69396 
2.3316 -0.684451 
2.18837 -0.662759 
2.26718 -0.656149 
2.23798 -0.645423 
2.19599 -0.645616 
2.26214 -0.634939 
2.24467 -0.633754 
2.31233 -0.630536 
2.16109 -0.638075 
2.35131 -0.634381 
4.04039 -0.584095 
3.95853 -0.584474 
4.05637 -0.577039 
4.06323 -0.595754 
4.00776 -0.59444 
4.04784 -0.613727 
3.93986 -0.616503 
4.06342 -0.638911 
3.94372 -0.642139 
4.01148 -0.673906 
4.08605 -0.684161 
4.03494 -0.713404 
4.03916 -0.723509 
3.94892 -0.749901 
3.26819 -0.759689 
3.17011 -0.777216 
3.15682 -0.773974 
3.16376 -0.792225 
3.22158 -0.789283 
3.16333 -0.808075 
3.18088 -0.805113 
3.14423 -0.83069 
3.17939 -0.830114 
3.1756 -0.864544 
3.32442 -0.877223 
3.28957 -0.9093 
3.43056 -0.923243 
3.29068 -0.969091 
3.41177 -0.982375 
3.31273 -1.03846 
3.28459 -1.05053 
3.20631 -1.09942 
3.20138 -1.08342 
3.03642 -1.05589 
2.95296 -1.04206 
2.92779 -0.983551 
2.99649 -0.971849 
2.89855 -0.922694 
3.00694 -0.906555 
2.98865 -0.872203 
3.05923 -0.863469 
3.02846 -0.833884 
3.10721 -0.824944 
3.05734 -0.806968 
3.11976 -0.803084 
3.08227 -0.786816 
3.1122 -0.791387 
3.13725 -0.776887 
3.12306 -0.775337 
3.0991 -0.75971 
2.37122 -0.749547 
2.22763 -0.726689 
2.25428 -0.712303 
2.25701 -0.683005 
2.30713 -0.6728 
2.21406 -0.648202 
2.27499 -0.6349 
2.25066 -0.613042 
