3.96572 -0.80639 
3.95791 -0.804725 
3.97589 -0.799518 
3.94962 -0.803522 
4.10359 -0.799635 
3.96764 -0.799817 
3.99036 -0.790382 
4.06668 -0.792865 
4.12161 -0.794877 
4.043 -0.814127 
4.02881 -0.820793 
4.01845 -0.841107 
4.03763 -0.838627 
3.17352 -0.855712 
3.22788 -0.855403 
3.21455 -0.86558 
3.16249 -0.858015 
3.19744 -0.863895 
3.18272 -0.85426 
3.153 -0.863043 
3.16283 -0.867607 
3.17659 -0.880942 
3.32423 -0.886457 
3.2902 -0.902028 
3.41311 -0.921625 
3.49594 -0.961307 
3.40774 -0.976655 
3.34638 -1.03417 
3.50668 -1.05198 
3.37121 -1.12282 
3.40007 -1.14575 
3.1345 -1.19173 
3.19432 -1.18341 
2.9671 -1.14245 
2.99232 -1.11208 
2.9136 -1.05275 
2.90977 -1.02427 
2.92406 -0.973705 
3.01782 -0.959227 
2.88628 -0.915475 
2.99184 -0.916297 
3.01585 -0.885588 
3.09409 -0.887022 
3.11427 -0.86451 
3.10425 -0.871637 
3.12366 -0.856185 
3.11734 -0.865813 
3.11671 -0.860312 
3.13095 -0.862925 
3.09644 -0.85836 
3.13133 -0.855543 
2.20222 -0.844908 
2.33462 -0.838032 
2.2306 -0.823443 
2.20721 -0.814032 
2.22216 -0.800298 
2.33875 -0.799457 
2.31046 -0.794342 
2.35284 -0.794773 
2.19398 -0.793032 
2.25859 -0.802815 
2.26224 -0.802885 
2.17499 -0.804992 
2.28113 -0.80242 
4.06716 -0.72097 
3.9499 -0.728393 
4.06184 -0.720818 
3.94799 -0.73343 
3.95441 -0.729977 
4.10589 -0.741392 
3.93409 -0.74479 
3.95882 -0.764608 
4.1777 -0.773818 
4.17128 -0.800408 
4.06524 -0.805615 
4.09487 -0.833082 
4.1011 -0.844158 
3.78817 -0.862528 
3.22424 -0.869997 
3.15281 -0.876003 
3.1785 -0.879195 
3.15943 -0.884402 
3.20056 -0.874128 
3.15521 -0.884928 
3.31325 -0.880758 
3.16801 -0.897342 
3.27845 -0.894568 
3.18344 -0.919747 
3.31848 -0.92825 
3.28953 -0.959527 
3.39331 -0.974245 
3.27208 -1.02349 
3.38473 -1.0454 
3.20573 -1.1069 
3.24878 -1.125 
3.06087 -1.16278 
3.0415 -1.16403 
2.92453 -1.12564 
3.07558 -1.1056 
2.87621 -1.04836 
2.87295 -1.02371 
2.89194 -0.97856 
2.99749 -0.965173 
2.87219 -0.930747 
3.01168 -0.920458 
3.05341 -0.89928 
3.10511 -0.894962 
3.0323 -0.884238 
3.07932 -0.887517 
3.08925 -0.877992 
3.10113 -0.884445 
3.10792 -0.876113 
3.12122 -0.876308 
2.95675 -0.86504 
2.45782 -0.862827 
